Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QV","Value of Agricultural Production","2","Afghanistan","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","5603585","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","3","Albania","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","1972205","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","4","Algeria","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","13539361","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","7","Angola","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","6278840","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","8","Antigua and Barbuda","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","9210","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","9","Argentina","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","64375119","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","1","Armenia","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","1750781","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","10","Australia","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","41261630","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","11","Austria","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","6021102","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","52","Azerbaijan","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","4247116","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","12","Bahamas","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","50011","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","13","Bahrain","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","116228","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","16","Bangladesh","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","33727189","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","14","Barbados","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","54863","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","57","Belarus","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","10802311","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","255","Belgium","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","8817997","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","23","Belize","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","247766","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","53","Benin","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","3496315","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","18","Bhutan","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","275081","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","5859356","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","80","Bosnia and Herzegovina","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","1472887","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","20","Botswana","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","526328","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","21","Brazil","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","218299279","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","26","Brunei Darussalam","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","67569","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","27","Bulgaria","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","5220866","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","233","Burkina Faso","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","4214796","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","29","Burundi","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","2089399","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","35","Cabo Verde","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","62749","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","115","Cambodia","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","6295222","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","32","Cameroon","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","8596686","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","33","Canada","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","46287432","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","37","Central African Republic","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","1429949","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","39","Chad","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","4793715","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","40","Chile","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","12125484","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","823236882","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","96","China, Hong Kong SAR","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","101344","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","128","China, Macao SAR","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","4531","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","41","China, mainland","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","816156251","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","214","China, Taiwan Province of","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","6974756","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","44","Colombia","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","21829626","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","45","Comoros","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","96567","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","46","Congo","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","603813","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","47","Cook Islands","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","3232","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","48","Costa Rica","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","4303330","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","107","Côte d'Ivoire","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","9134866","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","98","Croatia","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","2481433","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","49","Cuba","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","4562638","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","50","Cyprus","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","462767","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","167","Czechia","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","5374262","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","116","Democratic People's Republic of Korea","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","5671970","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","250","Democratic Republic of the Congo","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","9953477","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","54","Denmark","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","9279524","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","72","Djibouti","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","75231","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","55","Dominica","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","46334","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","56","Dominican Republic","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","4224333","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","58","Ecuador","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","8233401","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","59","Egypt","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","33217148","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","60","El Salvador","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","1543691","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","61","Equatorial Guinea","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","78419","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","178","Eritrea","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","393820","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","63","Estonia","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","886463","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","209","Eswatini","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","462783","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","238","Ethiopia","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","17217331","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","64","Faroe Islands","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","3380","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","66","Fiji","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","220039","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","67","Finland","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","3166246","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","68","France","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","57666736","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","70","French Polynesia","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","32080","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","74","Gabon","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","460799","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","75","Gambia","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","217935","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","73","Georgia","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","1293115","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","79","Germany","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","51844264","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","81","Ghana","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","10910197","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","84","Greece","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","10685500","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","86","Grenada","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","50147","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","89","Guatemala","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","7557046","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","90","Guinea","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","3519400","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","175","Guinea-Bissau","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","453427","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","91","Guyana","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","590573","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","93","Haiti","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","2077870","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","95","Honduras","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","3005749","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","97","Hungary","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","8383014","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","99","Iceland","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","161738","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","100","India","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","365063160","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","101","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","86115556","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","102","Iran (Islamic Republic of)","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","39466735","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","103","Iraq","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","5418906","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","104","Ireland","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","6438073","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","105","Israel","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","4115203","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","106","Italy","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","39970030","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","109","Jamaica","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","775634","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","110","Japan","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","27055043","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","112","Jordan","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","1805338","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","108","Kazakhstan","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","13741428","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","114","Kenya","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","11337981","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","83","Kiribati","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","39865","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","118","Kuwait","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","544625","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","113","Kyrgyzstan","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","2927702","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","120","Lao People's Democratic Republic","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","3540247","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","119","Latvia","152","Gross Production Value (constant 2014-2016 thousand I$)","2051","Agriculture","2013","2013","1000 Int. $","1403502","A","Aggregate, may include official, semi-official, estimated or calculated data"
